Time,Vertical,Lateral,Sagittal
17/10/2019 08:59:01.557,2080,2113,2000
17/10/2019 08:59:01.567,2072,2116,1993
17/10/2019 08:59:01.577,2065,2114,1992
17/10/2019 08:59:01.587,2063,2114,1988
17/10/2019 08:59:01.597,2059,2113,1985
17/10/2019 08:59:01.607,2057,2113,1979
17/10/2019 08:59:01.617,2055,2113,1974
17/10/2019 08:59:01.627,2053,2112,1971
17/10/2019 08:59:01.637,2048,2107,1970
17/10/2019 08:59:01.647,2045,2102,1969
17/10/2019 08:59:01.657,2041,2098,1971
17/10/2019 08:59:01.667,2037,2093,1975
17/10/2019 08:59:01.677,2036,2090,1979
17/10/2019 08:59:01.687,2036,2091,1977
17/10/2019 08:59:01.697,2041,2091,1975
17/10/2019 08:59:01.707,2046,2090,1972
17/10/2019 08:59:01.717,2050,2093,1970
17/10/2019 08:59:01.727,2052,2093,1967
17/10/2019 08:59:01.737,2056,2091,1967
17/10/2019 08:59:01.747,2058,2087,1966
17/10/2019 08:59:01.757,2057,2082,1966
17/10/2019 08:59:01.767,2057,2074,1967
17/10/2019 08:59:01.777,2056,2069,1968
17/10/2019 08:59:01.787,2055,2066,1964
17/10/2019 08:59:01.797,2054,2067,1958
17/10/2019 08:59:01.807,2055,2070,1953
17/10/2019 08:59:01.817,2057,2072,1953
17/10/2019 08:59:01.827,2060,2073,1955
17/10/2019 08:59:01.837,2062,2073,1958
17/10/2019 08:59:01.847,2062,2077,1960
17/10/2019 08:59:01.857,2062,2080,1964
17/10/2019 08:59:01.867,2056,2086,1967
17/10/2019 08:59:01.877,2051,2090,1971
17/10/2019 08:59:01.887,2049,2096,1970
17/10/2019 08:59:01.897,2050,2099,1969
17/10/2019 08:59:01.907,2053,2105,1969
17/10/2019 08:59:01.917,2058,2109,1973
17/10/2019 08:59:01.927,2061,2103,1977
17/10/2019 08:59:01.937,2064,2104,1983
17/10/2019 08:59:01.947,2070,2101,1989
17/10/2019 08:59:01.957,2074,2103,1987
